Product Name,Industry
Tonact-TG Tablet,Pharmaceuticals and biotechnology
Tyrodin Cream,Pharmaceuticals and biotechnology
Tess Oral Paste,Pharmaceuticals and biotechnology
Tolvat 15 Tablet,Pharmaceuticals and biotechnology
Trenaxa MF Tablet,Pharmaceuticals and biotechnology
Tegrital 200 Tablet,Pharmaceuticals and biotechnology
T-98 Paediatric Drops,Pharmaceuticals and biotechnology
Tide Plus 10 Tablet,Pharmaceuticals and biotechnology
Tonact 10 Tablet,Pharmaceuticals and biotechnology
Triglynase 2 Tablet SR,Pharmaceuticals and biotechnology
Terbinaforce Cream,Pharmaceuticals and biotechnology
Torex Cough Syrup,Pharmaceuticals and biotechnology
Testoviron Depot 250 Injection,Pharmaceuticals and biotechnology
Temoside 250 Capsule,Pharmaceuticals and biotechnology
Tugain 5% Solution,Pharmaceuticals and biotechnology
Taxim-O Drops,Pharmaceuticals and biotechnology
Topaz 25 Tablet,Pharmaceuticals and biotechnology
Tacroz Forte Ointment,Pharmaceuticals and biotechnology
Trenaxa Injection 5ml,Pharmaceuticals and biotechnology
Triluma Cream,Pharmaceuticals and biotechnology
Thiamin Injection,Pharmaceuticals and biotechnology
Texakind-MF Tablet,Pharmaceuticals and biotechnology
Tofe Tablet,Pharmaceuticals and biotechnology
Targocid 400mg Injection,Pharmaceuticals and biotechnology
Trapic 500mg Tablet,Pharmaceuticals and biotechnology
Telma-CT 40/6.25 Tablet,Pharmaceuticals and biotechnology
Telvas H 40/12.5 Tablet,Pharmaceuticals and biotechnology
Tazzle 10 Tablet,Pharmaceuticals and biotechnology
Telmikind-AMH Tablet,Pharmaceuticals and biotechnology
Telma-AM H 40 Tablet,Pharmaceuticals and biotechnology
Trinerve LC Tablet,Pharmaceuticals and biotechnology
Tamdura Capsule PR,Pharmaceuticals and biotechnology
Tazar 4.5g Injection,Pharmaceuticals and biotechnology
Topisal 6% Ointment,Pharmaceuticals and biotechnology
Tazloc-AM Tablet,Pharmaceuticals and biotechnology
Tiniba 500 Tablet,Pharmaceuticals and biotechnology
Tenovate-M Cream,Pharmaceuticals and biotechnology
Tadaflo 5 Tablet,Pharmaceuticals and biotechnology
Teczine 10 Tablet,Pharmaceuticals and biotechnology
Testosterone Undecanoate 40mg Capsule,Pharmaceuticals and biotechnology
Tizan 2 Tablet,Pharmaceuticals and biotechnology
Tolperitas-D Tablet,Pharmaceuticals and biotechnology
T-Bact 2% Ointment,Pharmaceuticals and biotechnology
TusQ-DX SF Syrup,Pharmaceuticals and biotechnology
Tobastar F Eye Drop,Pharmaceuticals and biotechnology
Trinicalm Plus Tablet,Pharmaceuticals and biotechnology
Tamodex 20mg Tablet,Pharmaceuticals and biotechnology
Tonact 40 Tablet,Pharmaceuticals and biotechnology
Tricaine Mps Gel Cardamom Sugar Free,Pharmaceuticals and biotechnology
Tide 10 Tablet,Pharmaceuticals and biotechnology
Thyronorm 75mcg Tablet,Pharmaceuticals and biotechnology
Tacroz Ointment,Pharmaceuticals and biotechnology
Tolperitas 150 Tablet,Pharmaceuticals and biotechnology
Tresiba 100IU/ml Flextouch,Pharmaceuticals and biotechnology
Turbocort Oromucosal Paste,Pharmaceuticals and biotechnology
Topamac 25mg Tablet,Pharmaceuticals and biotechnology
Tazloc Trio 40 Tablet,Pharmaceuticals and biotechnology
Telmikind-CT 40 Tablet,Pharmaceuticals and biotechnology
Torglip M 50/500 Tablet,Pharmaceuticals and biotechnology
Taxim-O DT 100 Tablet,Pharmaceuticals and biotechnology
Tazloc-Beta 25 Tablet PR,Pharmaceuticals and biotechnology
Texakind 500mg Tablet,Pharmaceuticals and biotechnology
Trajenta Duo 2.5mg/500mg Tablet,Pharmaceuticals and biotechnology
Telvas-CT 40 Tablet,Pharmaceuticals and biotechnology
Tretiva 20 Capsule,Pharmaceuticals and biotechnology
Tinnex Capsule,Pharmaceuticals and biotechnology
Tiova Inhaler,Pharmaceuticals and biotechnology
Taxim-O CV 200 Tablet,Pharmaceuticals and biotechnology
T-Minic Syrup Orange,Pharmaceuticals and biotechnology
Tenovate Ointment,Pharmaceuticals and biotechnology
Terbinaforce 500 Tablet,Pharmaceuticals and biotechnology
Toujeo 300 U/mL Solostar,Pharmaceuticals and biotechnology
Tazloc-Beta 50 Tablet PR,Pharmaceuticals and biotechnology
Tricort 40 Injection,Pharmaceuticals and biotechnology
Tazomac 4.5gm Injection,Pharmaceuticals and biotechnology
Tolpa D Tablet,Pharmaceuticals and biotechnology
Thyronorm 12.5mcg Tablet,Pharmaceuticals and biotechnology
Telma-LN 40 Tablet,Pharmaceuticals and biotechnology
Tazloc-CT 40 Tablet,Pharmaceuticals and biotechnology
Tripride 2 Tablet SR,Pharmaceuticals and biotechnology
Telma-CT 40/12.5 Tablet,Pharmaceuticals and biotechnology
Tidilan 10 Tablet,Pharmaceuticals and biotechnology
Telmikind-Trio 6.25 Tablet,Pharmaceuticals and biotechnology
Telvas Beta 50 Tablet ER,Pharmaceuticals and biotechnology
Telmikind Beta 50 Tablet ER,Pharmaceuticals and biotechnology
Tazzle 5 Tablet,Pharmaceuticals and biotechnology
Tonact-ASP 75 Capsule,Pharmaceuticals and biotechnology
Tranostat Tablet,Pharmaceuticals and biotechnology
Taxim-O 400 Tablet,Pharmaceuticals and biotechnology
Theo-Asthalin Tablet,Pharmaceuticals and biotechnology
Telmikind Beta 40mg/25mg Tablet ER,Pharmaceuticals and biotechnology
Tonact 20 Tablet,Pharmaceuticals and biotechnology
Telma-Beta 25 Tablet ER,Pharmaceuticals and biotechnology
Topcef 200 Tablet DT,Pharmaceuticals and biotechnology
Trigabantin 100 Tablet,Pharmaceuticals and biotechnology
Telista 40 Tablet,Pharmaceuticals and biotechnology
Telvas Beta 25 Tablet ER,Pharmaceuticals and biotechnology
Topifort-NX Topical Suspension,Pharmaceuticals and biotechnology
Tenvir Tablet,Pharmaceuticals and biotechnology
Topcid 40 Tablet,Pharmaceuticals and biotechnology
Telmikind 20 Tablet,Pharmaceuticals and biotechnology
Trapic E Tablet,Pharmaceuticals and biotechnology
Triolmezest 40 Tablet,Pharmaceuticals and biotechnology
Telma-Beta 50 Tablet ER,Pharmaceuticals and biotechnology
Tadacip 20 Tablet,Pharmaceuticals and biotechnology
Tresiba 100 Units/ml Penfill,Pharmaceuticals and biotechnology
Typbar TCV Vaccine,Pharmaceuticals and biotechnology
Topisal 6% Lotion,Pharmaceuticals and biotechnology
Tinnicar Capsule,Pharmaceuticals and biotechnology
Tusq-D Cough Lozenges Orange,Pharmaceuticals and biotechnology
Thyronorm 62.5mcg Tablet,Pharmaceuticals and biotechnology
Tadact 10 Tablet,Pharmaceuticals and biotechnology
T-Minic Oral Drops Orange,Pharmaceuticals and biotechnology
Telma 40 Tablet,Pharmaceuticals and biotechnology
Telsar 40 Tablet,Pharmaceuticals and biotechnology
Tellzy 40 Tablet,Pharmaceuticals and biotechnology
Telekast 10 Tablet,Pharmaceuticals and biotechnology
Topisal 3% Lotion,Pharmaceuticals and biotechnology
Tropicacyl Plus Eye Drops,Pharmaceuticals and biotechnology
Trigan D Tablet,Pharmaceuticals and biotechnology
Tazloc 20 Tablet,Pharmaceuticals and biotechnology
Teniva-M Tablet ER,Pharmaceuticals and biotechnology
Tobaflam Eye Drop,Pharmaceuticals and biotechnology
Travatan Ophthalmic Solution,Pharmaceuticals and biotechnology
Telma 80 Tablet,Pharmaceuticals and biotechnology
Thyrox 12.5 Tablet,Pharmaceuticals and biotechnology
Topaz 50 Tablet,Pharmaceuticals and biotechnology
Tenlimac Tablet,Pharmaceuticals and biotechnology
Topinate Cream,Pharmaceuticals and biotechnology
Triglynase 1 Tablet SR,Pharmaceuticals and biotechnology
Triglimiprex 2 Tablet SR,Pharmaceuticals and biotechnology
Topirol 25 Tablet,Pharmaceuticals and biotechnology
Teczine Syrup,Pharmaceuticals and biotechnology
Taxim 500mg Injection,Pharmaceuticals and biotechnology
Tretiva 10 Capsule,Pharmaceuticals and biotechnology
Topisal 3% Ointment,Pharmaceuticals and biotechnology
Tusq-X Plus Expectorant,Pharmaceuticals and biotechnology
Telekast-L Kid Syrup,Pharmaceuticals and biotechnology
Tazloc-H Tablet,Pharmaceuticals and biotechnology
Tapease NS Nasal Spray,Pharmaceuticals and biotechnology
Thyronorm 37.5mcg Tablet,Pharmaceuticals and biotechnology
Tazret Gel,Pharmaceuticals and biotechnology
Temsan 40 Tablet,Pharmaceuticals and biotechnology
Terbest Cream,Pharmaceuticals and biotechnology
Telsartan 40 Tablet,Pharmaceuticals and biotechnology
Tropan 5 Tablet,Pharmaceuticals and biotechnology
Telekast A Tablet PR,Pharmaceuticals and biotechnology
Tear Drops Gel,Pharmaceuticals and biotechnology
Tricium PTH Injection,Pharmaceuticals and biotechnology
Tears Naturale Forte Ophthalmic Solution,Pharmaceuticals and biotechnology
Torplat 90 Tablet,Pharmaceuticals and biotechnology
Telvas-LN 40 Tablet,Pharmaceuticals and biotechnology
Triquilar Kit,Pharmaceuticals and biotechnology
Telma 80-H Tablet,Pharmaceuticals and biotechnology
Tide 5 Tablet,Pharmaceuticals and biotechnology
Tossex DMR Syrup Kiwi Sugar Free,Pharmaceuticals and biotechnology
Tolifast 150 Tablet,Pharmaceuticals and biotechnology
Tidilan Retard Tablet SR,Pharmaceuticals and biotechnology
Teczine M Tablet,Pharmaceuticals and biotechnology
Tegrital CR 200 Divitabs,Pharmaceuticals and biotechnology
Tolagin 4 Tablet,Pharmaceuticals and biotechnology
Torglip 50 Tablet,Pharmaceuticals and biotechnology
Tonact-TG 20 Tablet,Pharmaceuticals and biotechnology
Tavera M Tablet,Pharmaceuticals and biotechnology
Torsid 10 Tablet,Pharmaceuticals and biotechnology
Topp 40 Tablet,Pharmaceuticals and biotechnology
Tropan 2.5 Tablet,Pharmaceuticals and biotechnology
Tolkem-D 150mg/50mg Tablet,Pharmaceuticals and biotechnology
Tenepride M  500 Tablet SR,Pharmaceuticals and biotechnology
Trazine-H Tablet,Pharmaceuticals and biotechnology
Terbest Tablet,Pharmaceuticals and biotechnology
Torfix 400 Tablet,Pharmaceuticals and biotechnology
Tafnat Tablet,Pharmaceuticals and biotechnology
Terbicip Cream,Pharmaceuticals and biotechnology
Tolperitas-SR 450 Tablet,Pharmaceuticals and biotechnology
Tranlok E 500mg/250mg Tablet,Pharmaceuticals and biotechnology
Tolifast D Tablet,Pharmaceuticals and biotechnology
Telplus Tablet,Pharmaceuticals and biotechnology
Tidomet Plus Tablet,Pharmaceuticals and biotechnology
Tobox Eye Drop,Pharmaceuticals and biotechnology
Thyronorm 125mcg Tablet,Pharmaceuticals and biotechnology
Tenoric 50 Tablet,Pharmaceuticals and biotechnology
Tugain 10% Solution,Pharmaceuticals and biotechnology
Trulicity 1.5mg Pre-Filled Pen,Pharmaceuticals and biotechnology
Ticavic 90 Tablet,Pharmaceuticals and biotechnology
Trunex MS Aqueous Gel,Pharmaceuticals and biotechnology
Tenglyn M 500 Tablet SR,Pharmaceuticals and biotechnology
TD Pill Tablet,Pharmaceuticals and biotechnology
Tacroz Forte Ointment,Pharmaceuticals and biotechnology
Tobamist Respules,Pharmaceuticals and biotechnology
Telista CL Tablet,Pharmaceuticals and biotechnology
Tenovate GN Cream,Pharmaceuticals and biotechnology
Tuspel Plus Expectorant Strawberry,Pharmaceuticals and biotechnology
Tolmove 150mg Tablet,Pharmaceuticals and biotechnology
Tribet 2 Tablet ER,Pharmaceuticals and biotechnology
Telista-CH 40 Tablet,Pharmaceuticals and biotechnology
Telma 80-AM Tablet,Pharmaceuticals and biotechnology
Timolet Eye Drop,Pharmaceuticals and biotechnology
Trigabantin 300 Tablet,Pharmaceuticals and biotechnology
Tellzy-AM Tablet,Pharmaceuticals and biotechnology
Trimop Forte Tablet,Pharmaceuticals and biotechnology
Telista-AM Tablet,Pharmaceuticals and biotechnology
Tadact 20 Tablet,Pharmaceuticals and biotechnology
Ticaspan Tablet,Pharmaceuticals and biotechnology
T-98 Paediatric Suspension,Pharmaceuticals and biotechnology
Tsart 40 Tablet,Pharmaceuticals and biotechnology
Tibrolin Tablet,Pharmaceuticals and biotechnology
Tranostat-MF Tablet,Pharmaceuticals and biotechnology
Telmikind-H 80 Tablet,Pharmaceuticals and biotechnology
Telpres CT 40/6.25 Tablet,Pharmaceuticals and biotechnology
Trapic 650 Tablet,Pharmaceuticals and biotechnology
Triplixam 4mg/1.25mg/5mg Tablet,Pharmaceuticals and biotechnology
Torleva 500 Tablet,Pharmaceuticals and biotechnology
Tellzy-CH 40 Tablet,Pharmaceuticals and biotechnology
Tacmod Forte Ointment,Pharmaceuticals and biotechnology
Tacroz Forte XL Ointment,Pharmaceuticals and biotechnology
Tenepride 20 Tablet,Pharmaceuticals and biotechnology
Tamlocept 0.4 Capsule PR,Pharmaceuticals and biotechnology
Tinnitod 20mg Capsule,Pharmaceuticals and biotechnology
Toff DC Syrup,Pharmaceuticals and biotechnology
Takfa Forte Ointment,Pharmaceuticals and biotechnology
Tiniba 300 Tablet,Pharmaceuticals and biotechnology
Tazzle 20 Tablet,Pharmaceuticals and biotechnology
Tinzit Tablet,Pharmaceuticals and biotechnology
Travacom Eye Drop,Pharmaceuticals and biotechnology
Topamac 50mg Tablet,Pharmaceuticals and biotechnology
Takfresh Eye Drop,Pharmaceuticals and biotechnology
Telista MT 50 Tablet SR,Pharmaceuticals and biotechnology
Tolkem Tablet,Pharmaceuticals and biotechnology
Telmavas 40 Tablet,Pharmaceuticals and biotechnology
Teneliglip 20 Tablet,Pharmaceuticals and biotechnology
Tenefit-M Tablet SR,Pharmaceuticals and biotechnology
Tenglyn Tablet,Pharmaceuticals and biotechnology
Trimacsart Tablet,Pharmaceuticals and biotechnology
Terol LA 2 Capsule ER,Pharmaceuticals and biotechnology
Telsar Beta 25 Tablet ER,Pharmaceuticals and biotechnology
Telmiride 40 Tablet,Pharmaceuticals and biotechnology
Triopil 2 Tablet SR,Pharmaceuticals and biotechnology
Tiova Rotacap,Pharmaceuticals and biotechnology
Telpres CT 40/12.5 Tablet,Pharmaceuticals and biotechnology
Toplap Gel,Pharmaceuticals and biotechnology
Tugain 2% Solution,Pharmaceuticals and biotechnology
Ticstop Tablet,Pharmaceuticals and biotechnology
Telmed 40 Tablet,Pharmaceuticals and biotechnology
Tamlocept-D Capsule PR,Pharmaceuticals and biotechnology
Thyronorm 88mcg Tablet,Pharmaceuticals and biotechnology
Tronin 0.05% Cream,Pharmaceuticals and biotechnology
Triben B Cream,Pharmaceuticals and biotechnology
Tecum 0.1% Ointment,Pharmaceuticals and biotechnology
Tenefit 20 Tablet,Pharmaceuticals and biotechnology
Tegrital 100 Chewable Tablet,Pharmaceuticals and biotechnology
Tricort Tablet,Pharmaceuticals and biotechnology
Trivedon MR Tablet,Pharmaceuticals and biotechnology
Telista-H Tablet,Pharmaceuticals and biotechnology
Thromboscar Gel,Pharmaceuticals and biotechnology
Tretin-Iso 20 Capsule,Pharmaceuticals and biotechnology
T-98 DS Suspension,Pharmaceuticals and biotechnology
Telmiduce 40mg Tablet,Pharmaceuticals and biotechnology
Topisal 3% Lotion,Pharmaceuticals and biotechnology
Torex Junior Syrup,Pharmaceuticals and biotechnology
Triglynase 2 Forte Tablet SR,Pharmaceuticals and biotechnology
Terbest Cream,Pharmaceuticals and biotechnology
Triben- B Lotion,Pharmaceuticals and biotechnology
Torsid 5 Tablet,Pharmaceuticals and biotechnology
Telsartan-AM Tablet,Pharmaceuticals and biotechnology
Telvas 3D 80 Tablet,Pharmaceuticals and biotechnology
Toff DC Tablet,Pharmaceuticals and biotechnology
Telsar Beta 50 Tablet ER,Pharmaceuticals and biotechnology
Temsan-H Tablet,Pharmaceuticals and biotechnology
Tah 40 Tablet,Pharmaceuticals and biotechnology
Tebokan Forte Tablet,Pharmaceuticals and biotechnology
Tenacid MF Tablet,Pharmaceuticals and biotechnology
Tripride 1 Tablet SR,Pharmaceuticals and biotechnology
Ticagat Tablet,Pharmaceuticals and biotechnology
Triolmezest Tablet,Pharmaceuticals and biotechnology
Trazonil 50 Tablet,Pharmaceuticals and biotechnology
Tyza M Gel,Pharmaceuticals and biotechnology
Thyronorm 150mcg Tablet,Pharmaceuticals and biotechnology
Tazloc Trio 80 Tablet,Pharmaceuticals and biotechnology
Talimus Ointment,Pharmaceuticals and biotechnology
Trioflam Tablet,Pharmaceuticals and biotechnology
Tadaza 10mg/30mg Tablet,Pharmaceuticals and biotechnology
Thalix 50 Capsule,Pharmaceuticals and biotechnology
Tazloc-CT 6.25 Tablet,Pharmaceuticals and biotechnology
Triplent 10mg Tablet,Pharmaceuticals and biotechnology
Trfy 250 Tablet,Pharmaceuticals and biotechnology
Thichoren AC 4 Tablet,Pharmaceuticals and biotechnology
Tsart Trio 12.5 Tablet,Pharmaceuticals and biotechnology
Tyza Cream,Pharmaceuticals and biotechnology
Telma 20 Tablet,Pharmaceuticals and biotechnology
Tazret Forte Cream,Pharmaceuticals and biotechnology
Taximax 1500 mg Injection,Pharmaceuticals and biotechnology
Tritelsar 40 Tablet,Pharmaceuticals and biotechnology
Telmikind CT 40mg/6.25mg Tablet,Pharmaceuticals and biotechnology
Terbest 500 Tablet,Pharmaceuticals and biotechnology
Trinicalm Forte Tablet,Pharmaceuticals and biotechnology
Triben Plus Cream,Pharmaceuticals and biotechnology
Tegrital CR 300 Divitabs,Pharmaceuticals and biotechnology
Tocin Eye Drop,Pharmaceuticals and biotechnology
Topcid 20 Tablet,Pharmaceuticals and biotechnology
Tsart Trio 6.25 Tablet,Pharmaceuticals and biotechnology
Tetglob 500IU Injection,Pharmaceuticals and biotechnology
Telsar A Tablet,Pharmaceuticals and biotechnology
Tiare 90mg Tablet,Pharmaceuticals and biotechnology
Tasulin 0.4 Tablet PR,Pharmaceuticals and biotechnology
Tamodex 10mg Tablet,Pharmaceuticals and biotechnology
Telmiduce AM 40mg/5mg Tablet,Pharmaceuticals and biotechnology
Topnac P Tablet,Pharmaceuticals and biotechnology
Takfa Ointment,Pharmaceuticals and biotechnology
Trajenta Duo 2.5mg/1000mg Tablet,Pharmaceuticals and biotechnology
Telrose Tablet,Pharmaceuticals and biotechnology
Tusq-D Cough Lozenges Sugar Free,Pharmaceuticals and biotechnology
Taxim-O Forte Dry Syrup,Pharmaceuticals and biotechnology
Tenepla Tablet,Pharmaceuticals and biotechnology
Tibrolin D  Tablet,Pharmaceuticals and biotechnology
Testoviron Depot 100 Injection,Pharmaceuticals and biotechnology
Thioford AP Tablet,Pharmaceuticals and biotechnology
Trimegavog 2 Tablet SR,Pharmaceuticals and biotechnology
Torglip M 50/1000 Tablet,Pharmaceuticals and biotechnology
Telvas H 80/12.5 Tablet,Pharmaceuticals and biotechnology
Telmikind 80 Tablet,Pharmaceuticals and biotechnology
Tribet 1 Tablet ER,Pharmaceuticals and biotechnology
Thalix 100 Capsule,Pharmaceuticals and biotechnology
Trivoglitor 2 Tablet SR,Pharmaceuticals and biotechnology
Telmed AM Tablet,Pharmaceuticals and biotechnology
Thyrox 125 Tablet,Pharmaceuticals and biotechnology
Triglimiprex 1 Tablet SR,Pharmaceuticals and biotechnology
Telista MT 25 Tablet SR,Pharmaceuticals and biotechnology
Twinkle Cream,Pharmaceuticals and biotechnology
Topirol 50 Tablet,Pharmaceuticals and biotechnology
Torvate Chrono 500 Tablet CR,Pharmaceuticals and biotechnology
Tbis 0.1% Ointment,Pharmaceuticals and biotechnology
T Glip-M 500 Tablet ER,Pharmaceuticals and biotechnology
Telekast-L Kid Tablet,Pharmaceuticals and biotechnology
Telpres 40 Tablet,Pharmaceuticals and biotechnology
Tovaxo Eye Drop BAK Free,Pharmaceuticals and biotechnology
Triptolol 10mg/40mg Tablet,Pharmaceuticals and biotechnology
Tropicacyl Eye Drop,Pharmaceuticals and biotechnology
Taxim-O CV Dry Syrup,Pharmaceuticals and biotechnology
Tyrodin Tablet,Pharmaceuticals and biotechnology
Torsinex Plus Tablet,Pharmaceuticals and biotechnology
Telsar H Tablet,Pharmaceuticals and biotechnology
Turbovas-F Tablet,Pharmaceuticals and biotechnology
Tenvir-EM Tablet,Pharmaceuticals and biotechnology
Telma-CT 80/12.5 Tablet,Pharmaceuticals and biotechnology
Tiate Transhaler,Pharmaceuticals and biotechnology
Tamflo DFZ Capsule PR,Pharmaceuticals and biotechnology
Tenohep AF Tablet,Pharmaceuticals and biotechnology
Tenoric 25 Tablet,Pharmaceuticals and biotechnology
Tantum Oral rinse,Pharmaceuticals and biotechnology
Thrize DS Tablet,Pharmaceuticals and biotechnology
Topinate Gel,Pharmaceuticals and biotechnology
Tonact EZ Tablet,Pharmaceuticals and biotechnology
Tranlok-M Tablet,Pharmaceuticals and biotechnology
Tigemac 90 Tablet,Pharmaceuticals and biotechnology
Telkonol AM 40mg/5mg Tablet,Pharmaceuticals and biotechnology
Telmiride AM Tablet,Pharmaceuticals and biotechnology
Tolkem SR 450 Tablet,Pharmaceuticals and biotechnology
Terbitotal Tablet,Pharmaceuticals and biotechnology
Trivoglitor Forte 2 Tablet SR,Pharmaceuticals and biotechnology
Telsartan Trio Tablet,Pharmaceuticals and biotechnology
Targocid 200mg Injection,Pharmaceuticals and biotechnology
Tropan XL 5 Tablet,Pharmaceuticals and biotechnology
Toplap Gel,Pharmaceuticals and biotechnology
Tazloc-CT 80 Tablet,Pharmaceuticals and biotechnology
Teneblu Tablet,Pharmaceuticals and biotechnology
Tosti Oral Gel,Pharmaceuticals and biotechnology
Taxim 250mg Injection,Pharmaceuticals and biotechnology
Terabet-GM Skin Cream,Pharmaceuticals and biotechnology
Telista 20 Tablet,Pharmaceuticals and biotechnology
Telsartan-H Tablet,Pharmaceuticals and biotechnology
Trazonil 25 Tablet,Pharmaceuticals and biotechnology
Tynept Tablet,Pharmaceuticals and biotechnology
Telma-AM H 80 Tablet,Pharmaceuticals and biotechnology
Triohale Inhaler,Pharmaceuticals and biotechnology
Telma-AM Tablet,Pharmaceuticals and biotechnology
Triglycomet Tablet SR,Pharmaceuticals and biotechnology
Telvas-AM 80/5 Tablet,Pharmaceuticals and biotechnology
Thrize Tablet,Pharmaceuticals and biotechnology
Thrize Plus Tablet,Pharmaceuticals and biotechnology
Tronin MS Gel,Pharmaceuticals and biotechnology
Telmed Beta 50 Tablet,Pharmaceuticals and biotechnology
Tacroz Ointment,Pharmaceuticals and biotechnology
Telvas-CT 80 Tablet,Pharmaceuticals and biotechnology
Trulicity 0.75mg Pre-Filled Pen,Pharmaceuticals and biotechnology
Telpres LN 40 Tablet,Pharmaceuticals and biotechnology
T-Stat 500 Tablet,Pharmaceuticals and biotechnology
Tacvido Forte Cream,Pharmaceuticals and biotechnology
Tretin-Iso 10 Capsule,Pharmaceuticals and biotechnology
Theo-Asthalin Forte Tablet,Pharmaceuticals and biotechnology
Topp D Capsule,Pharmaceuticals and biotechnology
Trfy Cream,Pharmaceuticals and biotechnology
Triactin 4 Tablet,Pharmaceuticals and biotechnology
Tenepla M 500mg/20mg Tablet SR,Pharmaceuticals and biotechnology
Tazloc 80 Tablet,Pharmaceuticals and biotechnology
Thyrox 150 Tablet,Pharmaceuticals and biotechnology
Telma-NB Tablet,Pharmaceuticals and biotechnology
Topnac-TH Tablet,Pharmaceuticals and biotechnology
Triolmighty 40 Tablet,Pharmaceuticals and biotechnology
Tryptomer G 100 mg/10 mg Tablet,Pharmaceuticals and biotechnology
Tazloc-AM 80 Tablet,Pharmaceuticals and biotechnology
Tinfal Plus Solution,Pharmaceuticals and biotechnology
TG Goal 145 Tablet,Pharmaceuticals and biotechnology
Triolmezest CH 40 Tablet,Pharmaceuticals and biotechnology
Takchlor-C Eye Ointment,Pharmaceuticals and biotechnology
Tamsin 0.4mg Tablet PR,Pharmaceuticals and biotechnology
Telsartan 20 Tablet,Pharmaceuticals and biotechnology
Tenormin 50 Tablet,Pharmaceuticals and biotechnology
Telday 40 Tablet,Pharmaceuticals and biotechnology
Tolaz DT 5 Tablet,Pharmaceuticals and biotechnology
Tyrodin -FSR Tablet,Pharmaceuticals and biotechnology
Tocin-F Eye Drop,Pharmaceuticals and biotechnology
Telkonol  40mg Tablet,Pharmaceuticals and biotechnology
Torbulk Powder,Pharmaceuticals and biotechnology
Thyrox 88 Tablet,Pharmaceuticals and biotechnology
Telsar 20 Tablet,Pharmaceuticals and biotechnology
Tendolife Capsule,Pharmaceuticals and biotechnology
Tegrital 400 Tablet,Pharmaceuticals and biotechnology
Torget 10 Tablet,Pharmaceuticals and biotechnology
Tretiva 5 Capsule,Pharmaceuticals and biotechnology
Tel-Revelol 40/50 Tablet ER,Pharmaceuticals and biotechnology
Typbar Vaccine,Pharmaceuticals and biotechnology
Tegrital CR 400 Divitabs,Pharmaceuticals and biotechnology
TOR 10 Tablet,Pharmaceuticals and biotechnology
Tellzy-MT 50 Tablet ER,Pharmaceuticals and biotechnology
Tranostat Injection,Pharmaceuticals and biotechnology
Tentide AF 25mg Tablet,Pharmaceuticals and biotechnology
Tadaflo 20mg Tablet,Pharmaceuticals and biotechnology
Topcort Cream,Pharmaceuticals and biotechnology
Tellzy-MT 25 Tablet ER,Pharmaceuticals and biotechnology
Thyronorm 112mcg Tablet,Pharmaceuticals and biotechnology
Telmed Beta 25 Tablet ER,Pharmaceuticals and biotechnology
Torkast-FX Tablet,Pharmaceuticals and biotechnology
Terbinaforce-M Cream,Pharmaceuticals and biotechnology
Telma-CT 80/6.25 Tablet,Pharmaceuticals and biotechnology
Telmavas-AM Tablet,Pharmaceuticals and biotechnology
Torfix Tablet,Pharmaceuticals and biotechnology
Telmiride Amh Tablet,Pharmaceuticals and biotechnology
Trioday Tablet,Pharmaceuticals and biotechnology
Torvason 10 Tablet,Pharmaceuticals and biotechnology
Telista-D Tablet SR,Pharmaceuticals and biotechnology
Theo Tears 0.18% Eye Drop,Pharmaceuticals and biotechnology
Trazine-S Tablet,Pharmaceuticals and biotechnology
Tellzy-H Tablet,Pharmaceuticals and biotechnology
Tidilan 20 Tablet,Pharmaceuticals and biotechnology
Telmiget 40mg Tablet,Pharmaceuticals and biotechnology
Texid Tablet,Pharmaceuticals and biotechnology
Tamsin D Tablet PR,Pharmaceuticals and biotechnology
Tobaren Eye/Ear Drops,Pharmaceuticals and biotechnology
Tenolol 50 Tablet,Pharmaceuticals and biotechnology
Thiox OD 8 Capsule SR,Pharmaceuticals and biotechnology
Telpres CT 80 Tablet,Pharmaceuticals and biotechnology
Telvas CT LS Tablet,Pharmaceuticals and biotechnology
Trump D Syrup,Pharmaceuticals and biotechnology
Telma-D Tablet SR,Pharmaceuticals and biotechnology
Tocin Eye Ointment,Pharmaceuticals and biotechnology
Tolagin 8 Tablet,Pharmaceuticals and biotechnology
Teczine CP Tablet,Pharmaceuticals and biotechnology
Teneliglip-M 500 Tablet PR,Pharmaceuticals and biotechnology
Teniva-M Forte Tablet ER,Pharmaceuticals and biotechnology
Trofame XR Capsule,Pharmaceuticals and biotechnology
Tolsama 15 Tablet,Pharmaceuticals and biotechnology
TRAVO-Z Eye Drop,Pharmaceuticals and biotechnology
Tiomate Transhaler,Pharmaceuticals and biotechnology
Telpres-MT 50 Tablet PR,Pharmaceuticals and biotechnology
Troyace SP Tablet,Pharmaceuticals and biotechnology
Taloprex 10 Tablet,Pharmaceuticals and biotechnology
Tenormin 25 Tablet,Pharmaceuticals and biotechnology
Tide 20 Tablet,Pharmaceuticals and biotechnology
Torvate 500 Tablet CR,Pharmaceuticals and biotechnology
Trazalon 50 Tablet,Pharmaceuticals and biotechnology
Thyrox 62.5mcg Tablet,Pharmaceuticals and biotechnology
Tenohep Tablet,Pharmaceuticals and biotechnology
Torsinex 10 Tablet,Pharmaceuticals and biotechnology
Tripin OM 40 Tablet,Pharmaceuticals and biotechnology
Tranlok 500 Tablet,Pharmaceuticals and biotechnology
